Date,open,high,low,close,volume
2023-04-03 09:15:00+05:30,198.1,198.9,197.3,197.55,238101
2023-04-03 09:16:00+05:30,197.95,198.5,197.55,197.85,134260
2023-04-03 09:17:00+05:30,197.65,197.8,197.2,197.3,68251
2023-04-03 09:18:00+05:30,197.3,197.45,197,197.3,77915
2023-04-03 09:19:00+05:30,197.5,197.6,197.25,197.25,48287
2023-04-03 09:20:00+05:30,197.35,197.4,197,197,48348
2023-04-03 09:21:00+05:30,197.05,197.35,196.8,197.15,101892
2023-04-03 09:22:00+05:30,197.15,197.5,197.15,197.3,39408
2023-04-03 09:23:00+05:30,197.8,198.3,197.75,198.25,129507
2023-04-03 09:24:00+05:30,198.4,198.7,198,198.2,107173
2023-04-03 09:25:00+05:30,198.2,198.2,197.7,198,36715
2023-04-03 09:26:00+05:30,198.2,198.6,198.05,198.3,66587
2023-04-03 09:27:00+05:30,198.25,198.55,198.05,198.5,73181
2023-04-03 09:28:00+05:30,198.5,198.65,198.2,198.45,67883
2023-04-03 09:29:00+05:30,198.5,198.9,198.25,198.45,86069
2023-04-03 09:30:00+05:30,198.5,198.75,198.05,198.15,85435
2023-04-03 09:31:00+05:30,198.15,198.35,197.8,197.95,40040
2023-04-03 09:32:00+05:30,197.95,198.8,197.65,197.85,101990
2023-04-03 09:33:00+05:30,197.85,198.4,197.85,198.2,25177
2023-04-03 09:34:00+05:30,198.2,199.2,198.2,199,121943
2023-04-03 09:35:00+05:30,199,199.25,198.95,199,56539
2023-04-03 09:36:00+05:30,199.1,199.8,199,199.8,86182
2023-04-03 09:37:00+05:30,199.8,199.8,198.7,198.7,61211
2023-04-03 09:38:00+05:30,198.8,198.85,198.45,198.55,55570
2023-04-03 09:39:00+05:30,198.55,198.65,198.1,198.1,43731
2023-04-03 09:40:00+05:30,198.15,198.5,198.05,198.45,33290
2023-04-03 09:41:00+05:30,198.45,198.45,198.25,198.25,14333
2023-04-03 09:42:00+05:30,198.3,198.9,198.25,198.5,50996
2023-04-03 09:43:00+05:30,198.5,198.65,198.4,198.55,27496
2023-04-03 09:44:00+05:30,198.6,198.8,198.55,198.75,36080
2023-04-03 09:45:00+05:30,198.8,199.25,198.75,199.25,59780
2023-04-03 09:46:00+05:30,199.35,199.5,198.9,199,52189
2023-04-03 09:47:00+05:30,198.9,199.25,198.9,199.05,22927
2023-04-03 09:48:00+05:30,199.05,199.35,198.9,199.15,22707
2023-04-03 09:49:00+05:30,199.25,199.3,199.1,199.3,14774
2023-04-03 09:50:00+05:30,199.25,199.85,199.2,199.55,81235
2023-04-03 09:51:00+05:30,199.6,199.75,199.25,199.65,73007
2023-04-03 09:52:00+05:30,199.65,199.7,199.25,199.3,31469
2023-04-03 09:53:00+05:30,199.3,199.4,199.2,199.35,16028
2023-04-03 09:54:00+05:30,199.3,199.55,199.1,199.25,65957
2023-04-03 09:55:00+05:30,199.2,199.45,199.05,199.15,16570
2023-04-03 09:56:00+05:30,199.15,199.35,199.05,199.25,33885
2023-04-03 09:57:00+05:30,199.25,199.3,199.1,199.1,11626
2023-04-03 09:58:00+05:30,199.05,199.35,199.05,199.25,20418
2023-04-03 09:59:00+05:30,199.25,199.8,199.25,199.7,44096
2023-04-03 10:00:00+05:30,199.8,199.85,199.65,199.65,19272
2023-04-03 10:01:00+05:30,199.65,200.3,199.65,199.75,176888
2023-04-03 10:02:00+05:30,199.6,200.15,199.6,199.85,32073
2023-04-03 10:03:00+05:30,199.85,200,199.6,199.9,38358
2023-04-03 10:04:00+05:30,199.95,200.5,199.75,200.45,94510
2023-04-03 10:05:00+05:30,200.35,200.6,199.95,200.5,128246
2023-04-03 10:06:00+05:30,200.55,201.2,200.5,200.6,191621
2023-04-03 10:07:00+05:30,200.6,201,200.4,201,51787
2023-04-03 10:08:00+05:30,201,201.15,200.7,200.85,47568
2023-04-03 10:09:00+05:30,201.1,201.25,201,201.1,77932
2023-04-03 10:10:00+05:30,201.2,201.9,201.15,201.8,133114
2023-04-03 10:11:00+05:30,201.8,201.9,201.45,201.55,121660
2023-04-03 10:12:00+05:30,201.5,202.45,201.5,201.95,246573
2023-04-03 10:13:00+05:30,201.95,202.2,201.8,201.9,95030
2023-04-03 10:14:00+05:30,202.2,202.25,201.95,202.05,61725
2023-04-03 10:15:00+05:30,202.15,202.4,202.05,202.15,50321
2023-04-03 10:16:00+05:30,202.15,202.15,202.05,202.1,48308
2023-04-03 10:17:00+05:30,202.1,202.3,202,202.15,114095
2023-04-03 10:18:00+05:30,202.2,202.65,202.15,202.6,92585
2023-04-03 10:19:00+05:30,202.6,202.6,202.3,202.4,57294
2023-04-03 10:20:00+05:30,202.4,202.5,202.2,202.3,36471
2023-04-03 10:21:00+05:30,202.4,202.8,202.3,202.7,59420
2023-04-03 10:22:00+05:30,202.7,203.2,202.65,203.05,132415
2023-04-03 10:23:00+05:30,203,203.2,202.7,202.8,50838
2023-04-03 10:24:00+05:30,202.85,202.9,202.7,202.75,40004
